,open,high,low,close,volume
2024-03-18,175.57,177.71,173.52,173.72,75604184.0
2024-03-15,171.17,172.62,170.285,172.62,121752699.0
2024-03-14,172.91,174.3078,172.05,173.0,72571635.0
2024-03-13,172.77,173.185,170.76,171.13,51948951.0
2024-03-12,173.15,174.03,171.01,173.23,59544927.0
2024-03-11,172.94,174.38,172.05,172.75,58929918.0
2024-03-08,169.0,173.7,168.94,170.73,76267041.0
2024-03-07,169.15,170.73,168.49,169.0,71765061.0
2024-03-06,171.06,171.24,168.68,169.12,68587707.0
2024-03-05,170.76,172.04,169.62,170.12,95132355.0
2024-03-04,176.15,176.9,173.79,175.1,81510101.0
2024-03-01,179.55,180.53,177.38,179.66,73563082.0
2024-02-29,181.27,182.57,179.53,180.75,136682597.0
2024-02-28,182.51,183.12,180.13,181.42,48953939.0
2024-02-27,181.1,183.9225,179.56,182.63,54318851.0
2024-02-26,182.24,182.76,180.65,181.16,40867421.0
2024-02-23,185.01,185.04,182.23,182.52,45119677.0
2024-02-22,183.48,184.955,182.46,184.37,52292208.0
2024-02-21,181.94,182.8888,180.66,182.32,41529674.0
2024-02-20,181.79,182.43,180.0,181.56,53665553.0
2024-02-16,183.42,184.85,181.665,182.31,49752465.0
2024-02-15,183.55,184.49,181.35,183.86,65434496.0
2024-02-14,185.32,185.53,182.44,184.15,54630517.0
2024-02-13,185.77,186.21,183.5128,185.04,56529529.0
2024-02-12,188.415,188.67,186.79,187.15,41781934.0
2024-02-09,188.65,189.99,188.0,188.85,45155216.0
2024-02-08,189.385,189.535,187.35,188.32,40962046.0
2024-02-07,190.64,191.05,188.61,189.41,53438955.0
2024-02-06,186.86,189.31,186.7695,189.3,43490759.0
2024-02-05,188.15,189.25,185.84,187.68,69668820.0
2024-02-02,179.86,187.33,179.25,185.85,102551680.0
2024-02-01,183.985,186.95,183.82,186.86,64885408.0
2024-01-31,187.04,187.095,184.35,184.4,55467803.0
2024-01-30,190.94,191.8,187.47,188.04,55859370.0
2024-01-29,192.01,192.2,189.58,191.73,47145622.0
2024-01-26,194.27,194.76,191.94,192.42,44594011.0
2024-01-25,195.22,196.2675,193.1125,194.17,54822126.0
2024-01-24,195.42,196.38,194.34,194.5,53463269.0
2024-01-23,195.02,195.75,193.8299,195.18,42355590.0
2024-01-22,192.3,195.33,192.26,193.89,60133852.0
2024-01-19,189.33,191.95,188.82,191.56,68902985.0
2024-01-18,186.09,189.14,185.83,188.63,78005754.0
2024-01-17,181.27,182.93,180.3,182.68,47317433.0
2024-01-16,182.16,184.26,180.934,183.63,65603041.0
2024-01-12,186.06,186.74,185.19,185.92,40477782.0
2024-01-11,186.54,187.05,183.62,185.59,49128408.0
2024-01-10,184.35,186.4,183.92,186.19,46792908.0
2024-01-09,183.92,185.15,182.73,185.14,42841809.0
